word	lang	translation	tags	form_of	etymology	pos	vform	case	gender	number	other
здесь	ru	адай, дай, ядай	нар.			ADVB					
здоровая	ru	састы	ж.			ADJ			f		
здоровый	ru	састо	прил.			ADJ					
здоровье	ru	састыпэн	м.			NOUN			m		
здравствуй	ru	добридень, при обращении к группе добриденьти	межд.			INTJ					
зеленый	ru	зэлэно				ADJ					
земля	ru	пхув	ж.			NOUN			f		
зима	ru	зыма	ж.			NOUN			f		
злится	ru	холясола	гл. неп.			VERB	INTR				
злой	ru	холямо	прил.			ADJ					
злость, злоба	ru	холы, холын	ж.			NOUN			f		
змей, змея	ru	сап	м.			NOUN			m		
знает	ru	джинэл, джинэла	гл. пер.			VERB	TRAN				
знается	ru	джинэлпэ	гл. неп.			VERB	INTR				
знай	ru	джин	повел.			VERB	IMPER				
знакомый	ru	джиндло	прич. и прил.			PRTCP;ADJ					
знатный	ru	знатно	прил.			ADJ					
знаю	ru	джином				VERB					
зная	ru	джины	деепр.			GRND					
зов	ru	годла	ж.			NOUN			f		
зовет	ru	кхарэл, кхарэла	гл. пер.			VERB	TRAN				
зови	ru	кхар	повел.			VERB	IMPER				
золото	ru	совнакай	м.			NOUN			m		
золотой	ru	совнакуно	прил.			ADJ					
зря	ru	ивья	нар.			ADVB					
зуб	ru	данд	м.			NOUN			m		
зубик	ru	дандоро	м.			NOUN			m		
и	ru	и, тай, тэ	сз.			CONJ					
игла	ru	сув	ж.			NOUN			f		
игра	ru	кхэлыбэн	м.			NOUN			m		
играет	ru	кхэлэл, кхэлэла, кхэлла	гл. пер./неп.			VERB	TRAN;INTR				
играет на музыкальном инструменте	ru	башавэл	гл. пер.			VERB	TRAN				
играется	ru	кхэлэлпэ	гл. неп.			VERB	INTR				
играйся	ru	кхэлпэ	повел.			VERB	IMPER				
игривый	ru	кхэлдо	прич. и прил.			PRTCP;ADJ					
идет	ru	джял, джяла	гл. неп.			VERB	INTR				
идя	ru	гыи	деепр.			GRND					
известный	ru	джиндло				ADJ					
изгнан	ru	традыно, вытрадыно	прич.			PRTCP					
издали	ru	дурал	нар.			ADVB					
изменен	ru	спарудо, парудо	прич.			PRTCP					
ими	ru	лэнца (они ёнэ)	тв., мн.			PRON		INS		pl	
имя	ru	лав	м.			NOUN			m		
иноходец	ru	иноходцо	м.			NOUN			m		
инструмент	ru	инструменто	м.			NOUN			m		
исписан	ru	чиндо	прич.			PRTCP					
испуг	ru	траш, страх	ж.			NOUN			f		
испуганный	ru	трашано	прич.			PRTCP					
истина	ru	чячипэн, чячё	м.			NOUN			m		
истинный	ru	чячё	прил.			ADJ					
исчезает	ru	хасёл, хасёла	гл. неп.			VERB	INTR				
их	ru	лэн (они ёнэ)	вин.			PRON		ACC			
их, принадлежащий им	ru	лэнгиро, лэнгро				PRON					
ищет	ru	родэл, родэла	гл. пер.			VERB	TRAN				
к	ru	кэ, ко	предл., с им.			PREP					с им.
к себе	ru	кэ пэ				unknown					
каждый	ru	каждо, кажно	мест.			PRON					
кажется	ru	галёв	част.			PRCL					
кажется, показывается	ru	сыкадёла	гл. неп.			VERB	INTR				
казак	ru	козако	м.			NOUN			m		
как	ru	сыр	нар.			ADVB					
как бы	ru	сыр бы	сз., част.			CONJ;PRCL					
какого	ru	савэс	вин.			ADJ		ACC			
какой, который	ru	саво	мест.			PRON					
какой-нибудь	ru	варисаво	мест.			PRON					
калина	ru	калина	ж.			NOUN			f		
каменный	ru	баруно	прил.			ADJ					
камень	ru	бар	м.			NOUN			m		
кандалы	ru	састыра	только мн.			NOUN				pl	
капуста	ru	шах	м.			NOUN			m		
карман	ru	кисык	ж.			NOUN			f		
качается	ru	качинэлапэ	гл. неп.			VERB	INTR				
кидает	ru	чюрдэл, чюрдэла	гл. пер.			VERB	TRAN				
кишка	ru	виндыри	ж.			NOUN			f		
кладет	ru	тховэл, тховэла, чювэла	гл. пер.			VERB	TRAN				
клади	ru	чюв	повел.			VERB	IMPER				
клён	ru	клёно	м.			NOUN			m		
клянется	ru	совлахал, совлахала	гл. неп.			VERB	INTR				
клятва	ru	совэл	ж.			NOUN			f		
книга	ru	лылвари	ж.			NOUN			f		
кнут	ru	чюпны	ж.			NOUN			f		
кобыла	ru	грасны	ж.			NOUN			f		
когда	ru	коли	сз.			CONJ					
колбаса	ru	гой	ж.			NOUN			f		
колено	ru	чянг	ж.			NOUN			f		
колесо	ru	рота	ж.			NOUN			f		
колет	ru	пусавэл	гл. пер.			VERB	TRAN				
колодец	ru	ганынг	ж.			NOUN			f		
колокольчики	ru	кудуницы	мн.			NOUN				pl	
кольцо	ru	ангрусты	ж.			NOUN			f		
кому	ru	конэскэ	дат.			NOUN		DAT			
конец	ru	концо	м.			NOUN			m		
кони	ru	грая				NOUN					
коник	ru	грасторо	м.			NOUN			m		
кончается	ru	кончисола	гл. пер.			VERB	TRAN				
конь	ru	грай	м.			NOUN			m		
копейка	ru	гасприн	ж.			NOUN			f		
кормит	ru	чяравэла	гл. пер.			VERB	TRAN				
король	ru	крали	м.			NOUN			m		
коса (прическа)	ru	чюр	ж.			NOUN			f		
кость	ru	кокало	м.			NOUN			m		
кофта	ru	цоха	ж.			NOUN			f		
кочевал (он, долго)	ru	лодэлас				VERB					
кочерга	ru	банги	ж.			NOUN			f		
кочуя	ru	лодыи	деепр.			GRND					
кошка	ru	мыца	ж.			NOUN			f		
красавица	ru	шукарны	ж.			NOUN			f		
красивее	ru	гожыдыр	сравн.			COMP					
красивенький	ru	манушваринько	прил.			ADJ					
красивенько	ru	гожынькэс, манушваринькэс	нар.			ADVB					
красиво	ru	гожэс, куч, шукар, шукир	нар.			ADVB					
красиво	ru	шукир, шукар	нар.			ADVB					
красивый	ru	гожынько, гожо, шукир, шукар	прил.			ADJ					
красивый	ru	шукар, шукир	прил.			ADJ					
красненький	ru	лолоро	прил.			ADJ					
красный	ru	лоло	прил.			ADJ					
красота	ru	гожыма	м.			NOUN			m		
кривенький	ru	бангоро	прил.			ADJ					
кривой	ru	банго	прил.			ADJ					
кровь	ru	рат	м.			NOUN			m		
кружится	ru	крэнцынэлпэ	гл. неп.			VERB	INTR				
крыло	ru	пхак	ж.			NOUN			f		
кто	ru	кон	мест.			PRON					
кто-то	ru	кон-то	мест.			PRON					
куда	ru	карик	нар.			ADVB					
кукует	ru	кукинэла	гл. неп.			VERB	INTR				
кукушка	ru	кукушка	ж.			NOUN			f		
купец	ru	купцо	м.			NOUN			m		
купи	ru	кин	повел.			VERB	IMPER				
курица	ru	кагны	ж.			NOUN			f		
кусает	ru	дандырла, дандырэл	гл. пер.			VERB	TRAN				
кусок	ru	куско, котыр	м.			NOUN			m		
кухня	ru	кухня	ж.			NOUN			f		
кушает	ru	хал, хала	гл. пер.			VERB	TRAN				
лавка, магазин	ru	бандза	ж.			NOUN			f		
лавочник	ru	бандзари	м.			NOUN			m		
лает	ru	башэла	гл. неп.			VERB	INTR				
легкий	ru	локхо	прил.			ADJ					
легко	ru	локхэс	нар.			ADVB					
легонечко	ru	локхорэс	нар.			ADVB					
легче	ru	локхыдыр	сравн.			COMP					
лёд	ru	лёдо	м.			NOUN			m		
лёжа	ru	пасии, пасиндуй, пасюви, пасёви	деепр.			GRND					
лежащий	ru	пашло	прич.			PRTCP					
лежит	ru	пасёла	гл. неп.			VERB	INTR				
лей	ru	чив	повел.			VERB	IMPER				
лес	ru	вэш	м.			NOUN			m		
лесной	ru	вэшытко	прил.			ADJ					
лесок	ru	вэшоро	м.			NOUN			m		
летает, летит	ru	урнял, урняла	гл. неп.			VERB	INTR				
лето	ru	лынай	м.			NOUN			m		
летом	ru	лынае, лынаскро	нар.			ADVB					
лечит	ru	састякирэл	гл. пер.			VERB	TRAN				
ли	ru	ли, ль, ти, чи	част.			PRCL					
лист	ru	(дерева) патрин	ж.			NOUN			f		
листочек	ru	лылоро	м.			NOUN			m		
лицо	ru	муй	м.			NOUN			m		
лоб	ru	чекат	м.			NOUN			m		
ловит	ru	старэл	гл. пер.			VERB	TRAN				
ложка	ru	рой	ж.			NOUN			f		
луг	ru	лэнго	м.			NOUN			m		
лук (овощ)	ru	пурум	ж.			NOUN			f		
лучше	ru	фэдыр, фэдыдыр, фэдэдыр	сравн.			COMP					
льёт	ru	чивэла	гл. пер.			VERB	TRAN				
люби	ru	кам	повел.			VERB	IMPER				
любимый	ru	камло	прич.			PRTCP					
любит	ru	камэл, камэла	гл. пер.			VERB	TRAN				
люблю	ru	камам				VERB					
любовь	ru	камлыпэн	м.			NOUN			m		
люди	ru	мануша				NOUN					
лягушка	ru	жамба	ж.			NOUN			f		
магазин	ru	бандза	ж.			NOUN			f		
мак	ru	мако	м.			NOUN			m		
маленький	ru	тыкноро	прил.			ADJ					
малый	ru	тыкно	прил.			ADJ					
мальчик-цыган	ru	чяворо	м.			NOUN			m		
масло растительное	ru	зэт, дзэт	м.			unknown			m		
масло сливочное	ru	ксил	м.			unknown			m		
мать	ru	дай	ж.			NOUN			f		
медведица	ru	рычны	ж.			NOUN			f		
между	ru	машкар, машкир	предл. с местн.			PREP					с местн.
меньше	ru	тыкныдыр	сравн.			COMP					
меня	ru	ман	вин.			PRON		ACC			
меняет	ru	парувэл				VERB					
мертвый	ru	муло	прил.			ADJ					
место	ru	штэто	м.			NOUN			m		
месяц	ru	чён	м.			NOUN			m		
месяц молодой	ru	чёноро				unknown					
мечтает	ru	мечтынэ, мечтынэла	гл. неп.			VERB	INTR				
миленький	ru	манушваринько	прил.			ADJ					
милый	ru	камло, манушваро	прил.			ADJ					
минутка	ru	минутка	ж.			NOUN			f		
мир, вселенная	ru	свэто	м.			NOUN			m		
миска	ru	чяро	м.			NOUN			m		
много	ru	бут	нар.			ADVB					
модный	ru	модно	прил.			ADJ					
моет	ru	морэла	гл. пер.			VERB	TRAN				
можем	ru	могискираса, можынаса				VERB					
может	ru	можынэ, можынэл, можынэла	гл. неп.			VERB	INTR				
мои	ru	мрэ, мирэ				ADJ					
мой, принадлежащий мне	ru	миро, мро				ADJ					
мокнет	ru	киндёла	гл. неп.			VERB	INTR				
мокрый	ru	киндо				ADJ					
молва	ru	славица	ж.			NOUN			f		
молодая	ru	тэрны				NOUN					
молодой	ru	тэрно	прил.			ADJ					
молодость	ru	тэрныпэн	м.			NOUN			m		
моложе	ru	тэрныдыр	сравн.			COMP					
молоко	ru	тхуд	м.			NOUN			m		
молю	ru	мангав, мангава				VERB					
мороз	ru	мразо	м.			NOUN			m		
мост	ru	мосто	м.			NOUN			m		
моя	ru	мри, мири				ADJ					
мрак	ru	мроко	м.			NOUN			m		
муж	ru	ром	м.			NOUN			m		
муженек	ru	роморо	м.			NOUN			m		
мужчина	ru	мурш	м.			NOUN			m		
мука, мучение	ru	мэнька	ж.			NOUN			f		
муравей	ru	кир, кири	ж.			NOUN			f		
муха	ru	макхин	ж.			NOUN			f		
мы	ru	амэ, ямэ				PRON					
мыв	ru	мори	деепр.			GRND					
мягкий	ru	ковло	прил.			ADJ					
мягче	ru	ковлэдыр	сравн.			COMP					
мясной	ru	масуно	прил.			ADJ					
мясо	ru	мас	м.			NOUN			m		
на, над	ru	пэ, прэ	с ж.			PREP					с ж.
наверху	ru	упрал	нар.			ADVB					
надет	ru	уридо	прич.			PRTCP					
надо	ru	трэби	нар.			ADVB					
надувает	ru	пхутькирдэл	гл. пер.			VERB	TRAN				
надувается	ru	пхутёл	гл. неп.			VERB	INTR				
надутый	ru	пхутькирдо	прич.			PRTCP					
назад	ru	палэ	нар.			ADVB					
найден	ru	латхло, латхно	прич.			PRTCP					
найдёшь	ru	латхэса				VERB					
наливает	ru	чювэла	гл. пер.			VERB	TRAN				
налит	ru	чидо	прич.			PRTCP					
нам	ru	амэнгэ, ямэнгэ				PRON					
напрасно	ru	ивья	нар.			ADVB					
нарочно	ru	пофроми	нар.			ADVB					
наружу	ru	аври	нар.			ADVB					
настоящий	ru	чячюно	прил.			ADJ					
находит	ru	латхэл, латхэла	гл. пер.			VERB	TRAN				
наш	ru	амаро	мест.			PRON					
не	ru	на	част., ударная при повел. ф. и в инфинитиве			PRCL					ударная при повел. ф., в инфинитиве
не быстро, неспешно	ru	насыго, насыгэс				unknown					
небо	ru	болыбэн	м.			NOUN			m		
небольшой	ru	набаро				ADJ					
небритый	ru	намурадо	прич.			PRTCP					
невеста	ru	бори	ж.			NOUN			f		
недавно	ru	нагара	нар.			ADVB					
недалеко	ru	надур	нар.			ADVB					
недобрый	ru	налачё	прил.			ADJ					
недоля	ru	бибахт	ж.			NOUN			f		
нежно	ru	гудлорэс	нар.			ADVB					
нельзя	ru	нашты	нар.			ADVB					
немного	ru	набут	нар.			ADVB					
несет	ru	лыджял, лыджяла	гл. пер.			VERB	TRAN				
несмотря на	ru	надыкхи прэ	предл. с местн.			PREP					с местн.
несчастье	ru	бибахт	ж.			NOUN			f		
нет (не есть, не имеется)	ru	нанэ				ADVB					
нет (отрицание)	ru	нат, на	част.			PRCL					
нехороший	ru	налачё	прил.			ADJ					
нехотя	ru	наками	нар.			ADVB					
ни	ru	ни	част.			PRCL					
нигде	ru	никай	нар.			ADVB					
ниже	ru	тэлыдыр, тэлэдыр	сравн.			COMP					
никто	ru	никон	мест.			PRON					
нитка	ru	тхав	м.			NOUN			m		
ниточка	ru	тхаворо	м.			NOUN			m		
ничего	ru	ничи	мест.			PRON					
ничто	ru	нисо	мест.			PRON					
но	ru	нэ	сз.			CONJ					
новый	ru	нэво	прил.			ADJ					
нога	ru	гэрой	ж.			NOUN			f		
ноготь	ru	най	м.			NOUN			m		
нож	ru	чюри	ж.			NOUN			f		
нос	ru	накх	м.			NOUN			m		
носовой	ru	накхитко	прил.			ADJ					
ночка	ru	ратори				NOUN					
ночь	ru	рат	ж.			NOUN			f		
ночь поздняя	ru	рат бари	ж.			unknown			f		
ночью	ru	раты, ратяса	нар.			ADVB					
ну	ru	нэ	межд.			INTJ					
нужно	ru	трэби	нар.			ADVB					
нюхает	ru	сунгэла	гл. пер.			VERB	TRAN				
оба, обе	ru	сарэдуй				NUMR					
обвязывает	ru	обнхандэл	гл. пер.			VERB	TRAN				
обернувшись	ru	обрисии	деепр.			GRND					
обманывает	ru	хохавэл	гл. пер.			VERB	TRAN				
обнимает	ru	облэл	гл. пер.			VERB	TRAN				
обнимаешь	ru	облэс, облэса				VERB					
обожженный	ru	обхачимэ	прич.			PRTCP					
обратившись	ru	обрисии	деепр.			GRND					
обратно	ru	палэ	нар.			ADVB					
обращение к цыгану (друг, свояк)	ru	морэ				unknown					
овёс	ru	джёв	ж.			NOUN			f		
овца	ru	бакри	ж.			NOUN			f		
огонек	ru	ягори	ж.			NOUN			f		
огонь	ru	яг	ж.			NOUN			f		
огород	ru	бар	ж.			NOUN			f		
ограда	ru	бар	ж.			NOUN			f		
одевает	ru	урьела, урьявэла	гл. пер.			VERB	TRAN				
одежды	ru	идя	ж., только мн.			NOUN			f	pl	
одет	ru	уридо	прич.			PRTCP					
один (о человеке)	ru	екджино				ADJ					
один-единственный	ru	екхоро				ADJ					
один, одна	ru	екх	числ.			NUMR					
одиннадцатый	ru	дэшупэрво	числ.			NUMR					
одиннадцать	ru	дэшуекх	числ.			NUMR					
ожидая	ru	дужакири	деепр.			GRND					
окно	ru	окна	ж.			NOUN			f		
он	ru	ёв	мест.			PRON					
она	ru	ёй	мест.			PRON					
они	ru	ёнэ, онэ	мест.			PRON					
опускает, сводит вниз	ru	злыджял	гл. пер.			VERB	TRAN				
опустив	ru	змэки	деепр.			GRND					
опять	ru	палэ	нар.			ADVB					
оркестр	ru	оркестро	м.			NOUN			m		
оседлый, букв.: одноместный	ru	екхэштэтытко				ADJ					
осень	ru	осень	ж.			NOUN			f		
осина	ru	кирки	ж.			NOUN			f		
оставленный	ru	ачядо	прич.			PRTCP					
оставляет	ru	ачявэла	гл. пер.			VERB	TRAN				
остается	ru	ачела, ячела, ачелпэ	гл. неп.			VERB	INTR				
останавливает	ru	старэл	гл. пер.			VERB	TRAN				
останавливаясь	ru	тэрдёви	деепр.			GRND					
останься	ru	яч	повел.			VERB	IMPER				
отдаёт	ru	отдэл	гл. пер.			VERB	TRAN				
отец	ru	дад	м.			NOUN			m		
открывая	ru	откэри	деепр.			GRND					
открытая	ru	откэрды	прич.			PRTCP					
откуда	ru	катхыр	нар.			ADVB					
отлетают	ru	отурняна				VERB					
отнимает	ru	отлэла	гл. пер.			VERB	TRAN				
отобранный	ru	откэдымэ	прич.			PRTCP					
отсюда, с этих пор	ru	адатхыр	нар.			ADVB					
оттуда, с тех пор	ru	одотхыр	нар.			ADVB					
отцовский	ru	дадэскиро				ADJ					
отчего, почему	ru	состыр	нар.			ADVB					
очень	ru	древан, дриван	част.			PRCL					
па, танцевальное движение	ru	примеро, прымеро	м.			NOUN			m		
падает	ru	пэрэл, пэрла, пэрэла	гл. неп.			VERB	INTR				
палец	ru	ангушт	м.			NOUN			m		
палочка	ru	кашторо	м.			NOUN			m		
паренёк, не цыган	ru	раклоро				NOUN					
парень, не цыган	ru	ракло	м.			NOUN			m		
парень-цыган	ru	чяво	м.			NOUN			m		
парни-цыгане!	ru	чявалэ	зват. ф.			NOUN		VOC			
пасётся	ru	чяравэлпэ				VERB					
певучий	ru	багибнытко				ADJ					
пей	ru	пи	повел.			VERB	IMPER				
пели (они, вы)	ru	баганас				VERB					
пепел	ru	прахо	м.			NOUN			m		
первый	ru	перво, пэрво	числ.			NUMR					
перед	ru	ангил	предл. с местн.			PREP					с местн.
переставая	ru	пириячи: пириячи				GRND					
перестань	ru	пирияч	повел.			VERB	IMPER				
перо	ru	пор	м.			NOUN			m		
перстень	ru	ангрусты	ж.			NOUN			f		
пёс	ru	джюкэл, джюкло	м.			NOUN			m		
песенка	ru	гилори	ж.			NOUN			f		
песенный	ru	гилытко				ADJ					
песня	ru	гилы	ж.			NOUN			f		
песок	ru	прахо	м.			NOUN			m		
петух	ru	башно	м.			NOUN			m		
печаль	ru	туга	ж.			NOUN			f		
пивши	ru	пии	деепр.			GRND					
писав	ru	чины	деепр.			GRND					
письмо	ru	лыл	м.			NOUN			m		
пишет	ru	чинэла	гл. пер.			VERB	TRAN				
пиши	ru	чин	повел.			VERB	IMPER				
платок	ru	дыкхло	м.			NOUN			m		
платочек	ru	дыкхлоро	м.			NOUN			m		
плач	ru	роибэн	м.			NOUN			m		
плача	ru	роиндой	деепр.			GRND					
плачет	ru	ровэл, ровэла	гл. неп.			VERB	INTR				
плачут	ru	ровэн, ровэна				VERB					
плетеный	ru	кхудо	прич. и прил.			PRTCP;ADJ					
плеть	ru	чюпны	ж.			NOUN			f		
плечо	ru	псико	м.			NOUN			m		
пляска	ru	кхэлыбэн	м.			NOUN			m		
пляшет	ru	кхэлэл, кхэлэла, кхэлла	гл. пер./неп.			VERB	TRAN;INTR				
по	ru	пир, пирэ, с м. пиро	предл. с местн.			PREP					с местн.
по горло	ru	жыко кирло				unknown					
по жизни	ru	пиро джиибэн	м.			unknown			m		
побит	ru	мардо	прич.			PRTCP					
поверит	ru	патял	гл. неп.			VERB	INTR				
погреб	ru	погребо	м.			NOUN			m		
под	ru	тэл, тэлэ, с м. тэло	предл. с местн.			PREP					с местн.
под вечер	ru	кэ бельвель				unknown					
подарок	ru	падарко	м.			NOUN			m		
подарочек	ru	падаркицо	м.			NOUN			m		
подают (на) алименты	ru	чювэн алименты				unknown					
подбирает	ru	подкэдэла	гл. пер.			VERB	TRAN				
подведенный	ru	подлыджимэ	прич.			PRTCP					
подкова	ru	пэтало	м.			NOUN			m		
подковами	ru	пэталэнца				NOUN					
подняв	ru	газдыи	деепр.			GRND					
поднявшись	ru	уштыи	деепр.			GRND					
поднялся (он), поднялась (она)	ru	газдыяпэ				VERB					
подобранный	ru	подкэдымэ	прич.			PRTCP					
подошедший	ru	подгимэ	прич.			PRTCP					
подставляет	ru	подчювэла	гл. пер.			VERB	TRAN				
подходит	ru	подджяла	гл. неп.			VERB	INTR				
поевши	ru	похаи	деепр.			GRND					
поёт	ru	багал, багала, редк. габал	гл. пер.			VERB	TRAN				
позади	ru	палал	нар.			ADVB					
поздняя ночь	ru	рат бари	ж.			unknown			f		
покажется	ru	посыкадёла	гл. неп.			VERB	INTR				
покажи	ru	сыкав	повел.			VERB	IMPER				
показывает	ru	сыкавэл, сыкавэла, сыкавла	гл. пер.			VERB	TRAN				
покупает	ru	кинэл, кинэла	гл. пер.			VERB	TRAN				
пола, край одежды	ru	подя	ж.			ADJ			f		
поле	ru	фэлда	ж.			NOUN			f		
полевой	ru	фэлдытко				ADJ					
полежавши	ru	пасии	деепр.			GRND					
политый	ru	чидо	прич.			PRTCP					
полный	ru	пхэрдо	прил.			ADJ					
половина	ru	паш	м.			NOUN			m		
полуголый	ru	пашнанго				ADJ					
получаю	ru	получискирава				VERB					
поменяет	ru	парувэла	гл. пер.			VERB	TRAN				
помнит	ru	рипирэла				VERB					
поможет	ru	поможынэ, поможынэла	гл. пер.			VERB	TRAN				
помощь	ru	помощь, помошшь	ж.			NOUN			f		
помыт	ru	мордо	прич.			PRTCP					
понемногу	ru	понабутка	нар.			ADVB					
понимает	ru	полэла	гл. пер.			VERB	TRAN				
попрошайка	ru	мангачё	м.			NOUN			m		
порван	ru	рискирдо	прич.			PRTCP					
порезан	ru	чиндо	прич.			PRTCP					
портрет	ru	патрин	ж.			NOUN			f		
посиди-ка	ru	побэш-ка	повел.			VERB	IMPER				
после	ru	палэ	нар.			ADVB					
послезавтра, третьего дня	ru	палатася	нар.			ADVB					
посмотрят	ru	подыкхэн, подыкхэна				VERB					
посреди	ru	машкирал	нар.			ADVB					
поставлен	ru	тходо	прич.			PRTCP					
посылает	ru	бичявэла	гл. пер.			VERB	TRAN				
потерян	ru	нашадо	прич.			PRTCP					
потому что	ru	пал адава со	сз.			CONJ					
потому, затем	ru	пал одова	нар.			ADVB					
похоронят	ru	гаравэна				VERB					
по-цыгански	ru	романэс	нар.			ADVB					
почему	ru	состыр	нар.			ADVB					
почему, зачем	ru	палсо	нар.			ADVB					
почта	ru	почта	ж.			NOUN			f		
почтение	ru	патыв	ж.			NOUN			f		
почтенный	ru	патывало	прил.			ADJ					
пою	ru	багав, багава				VERB					
пояс	ru	кустык	ж.			NOUN			f		
правда	ru	чячипэн, чячё	м.			PRCL			m		
правильно	ru	чячё	нар.			ADVB					
правильный	ru	чячюно	прил.			ADJ					
правит	ru	правинэ	гл. пер.			VERB	TRAN				
праздник	ru	свэнко	м.			NOUN			m		
прах	ru	прахо	м.			NOUN			m		
прежде	ru	англыдыр	сравн.			COMP					
прекрасно	ru	шукар, шукир	нар.			ADVB					
прекрасный	ru	шукар, шукир	прил.			ADJ					
при	ru	пашыл, кэ, кай	предл., с им.			PREP					с им.
приведен	ru	лыджино	прич.			PRTCP					
привыкает	ru	сыклёла, присыклёла	гл. неп.			VERB	INTR				
придёт	ru	явэл, явэла, авэла	гл. неп.			VERB	INTR				
приди	ru	ав	повел.			VERB	IMPER				
призывает	ru	прикхарэл				VERB					
принимает	ru	прилэл				VERB					
присужденный	ru	присэндымэ	прич.			PRTCP					
приходит	ru	авэла	гл. неп.			VERB	INTR				
проведя	ru	пролыджии	деепр.			GRND					
проверяет	ru	пирипатяла, пирипатякирла	гл. пер.			VERB	TRAN				
прогнан	ru	традыно, вытрадыно	прич.			PRTCP					
продаёт	ru	бикнэла	гл. пер.			VERB	TRAN				
пройдёт	ru	проджяла	гл. неп. / пер.			VERB	INTR;TRAN				
проклинает	ru	арманя дэл	гл. пер.			VERB	TRAN				
проклятие	ru	арман	ж.			NOUN			f		
проклятый	ru	армандыно	прич.			PRTCP					
пропадает	ru	хасёл, хасёла	гл. неп.			VERB	INTR				
проси	ru	манг	повел.			VERB	IMPER				
просит	ru	мангэла	гл. пер.			VERB	TRAN				
просится	ru	мангэлпэ	гл. неп.			VERB	INTR				
простор	ru	буглыпэн	м.			NOUN			m		
просыпается	ru	просовэлапэ	гл. неп.			VERB	INTR				
протирает	ru	прокхосэла	гл. пер.			VERB	TRAN				
прочь	ru	аври, криг	нар.			ADVB					
прошу	ru	мангав, мангава				VERB					
прячет	ru	гаравэла	гл. пер.			VERB	TRAN				
прячут	ru	гаравэн, гаравэна				VERB					
птица	ru	чирикло	м.			NOUN			m		
птичка	ru	чириклори	ж.			NOUN			f		
пугает	ru	даравэл, трашавэл, трашавэла	гл. пер.			VERB	TRAN				
пугается	ru	трашэл, трашэла, страхала	гл. неп.			VERB	INTR				
пускает	ru	мэкэла	гл. пер.			VERB	TRAN				
путь	ru	дром	м.			NOUN			m		
пучок	ru	пучко	м.			NOUN			m		
пчела	ru	бырлин	ж.			NOUN			f		
пшеница	ru	гивны	ж.			NOUN			f		
пыль	ru	прахо	м.			NOUN			m		
пьёт	ru	пьела, пиела	гл. пер.			VERB	TRAN				
пьянее	ru	матыдыр, матэдыр	сравн.			COMP					
пьяный	ru	мато	прил.			ADJ					
пятисотый	ru	панджьшэлто	числ.			NUMR					
пятка	ru	кхур	ж.			NOUN			f		
пятнадцатый	ru	дэшупанджьто	числ.			NUMR					
пятнадцать	ru	дэшуланджь	числ.			NUMR					
пятый	ru	панджьто	числ.			NUMR					
пять	ru	пандж, панджь	числ.			NUMR					
пятьдесят	ru	панджьдэша, паш-шэл	числ.			NUMR					
пятьдесят шестой	ru	панджьдэша шовто	числ.			NUMR					
пятьсот	ru	панджьшэл	числ.			NUMR					
работа	ru	буты	ж.			NOUN			f		
работник	ru	бутяри	м.			NOUN			m		
работница	ru	бутярны	ж.			NOUN			f		
рабочий	ru	бутяри	м.			NOUN			m		
радость	ru	рада	ж.			NOUN			f		
радуется	ru	радынэлапэ				VERB					
раз	ru	моло	м.			NOUN			m		
разговор	ru	ракирибэн				NOUN					
раздадим	ru	роздаса				VERB					
разделает, разделит	ru	роскэрэла	гл. пер.			VERB	TRAN				
разум	ru	годы	ж.			NOUN			f		
рай	ru	райо	м.			NOUN			m		
район	ru	районо	м.			NOUN			m		
раньше	ru	ангил	нар.			ADVB					
растёт	ru	барьёла	гл. неп.			VERB	INTR				
рвет	ru	чингирэл, рискирэл	гл. пер.			VERB	TRAN				
режа	ru	чины	деепр.			GRND					
режет	ru	чинэла	гл. пер.			VERB	TRAN				
режь	ru	чин	повел.			VERB	IMPER				
река	ru	рэка	ж.			NOUN			f		
решается	ru	решынэпэ, решынэлапэ	гл. неп.			VERB	INTR				
рогожный	ru	рогожытко	прил.			ADJ					
род, семейство	ru	племё, племя	м.			NOUN			m		
родной	ru	родно	прил.			ADJ					
рожденный	ru	бияндло	прич.			PRTCP					
рожь	ru	гив	м.			NOUN			m		
роза	ru	роза	ж.			NOUN			f		
роняет	ru	равэла	гл. пер.			VERB	TRAN				
роса	ru	роса	ж.			NOUN			f		
роскошь	ru	кучипэн	м.			NOUN			m		
рост	ru	росто	м.			NOUN			m		
рот	ru	муй	м.			NOUN			m		
рубаха	ru	гад	м.			NOUN			m		
рубль	ru	састо, мардо	м.			NOUN			m		
ругает	ru	кошэла	гл. пер.			VERB	TRAN				
ружьё	ru	карэдын	ж.			NOUN			f		
рука	ru	васт	м.			NOUN			m		
русский, не цыган	ru	гаджё	м.			ADJ			m		
ручка (сковородки)	ru	вастори	ж.			NOUN			f		
рыба	ru	мачё	м.			NOUN			m		
рыбак	ru	мачяри	м.			NOUN			m		
рысак	ru	рысако	м.			NOUN			m		
рябой	ru	рябо				ADJ					
рядом	ru	паш	предл. с местн.			PREP					с местн.
с глаз	ru	якхэндыр				unknown					
сад	ru	садо	м.			NOUN			m		
садик	ru	садыцо				NOUN					
садовник	ru	пхабэнгро				NOUN					
сало	ru	балавас, топленое чикэн	м.			NOUN			m		
сам	ru	кокоро	мест.			PRON					
сани	ru	шлыта	ж.			NOUN			f		
сапог	ru	тырах	ж.			NOUN			f		
